Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/464,"Dangos wakes up on Monday morning with a dreadful sneeze. Her Aunty wants to take special care of her and so Dangos misses out on climbing trees, making dolls, playing with her friends and fishing with her uncle. Will she be able to catch up all the fun things she has missed by the end of the week?",null,Bababe! Awa,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Bababe__Awa_4e9fc8e14fc78.jpg
books/465,"The rules to crossing the road are taught to children from a young age. Jama, qala bese uyalalela! uses well-known African animals, including monkeys, zebras and giraffes, to teach children the rules of the road, showing them how important it is to obey them.",null,"Jama, qala bese uyalalela!",3-5 years,Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Jama__qala_bese__4e96eca90bb5d.jpg
books/466,"The world is full of shapes. Everywhere you look you see circles, triangles and squares. This is a beautifully illustrated book that provides children with a wonderful and fun way to learn about shapes from the world around us.",null,Amabumbeko akiyo yoke indawo,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Amabumbeko_akiyo_4eccfe6e7fd64.jpg
books/467,"Ayikho into ephala incwadi yeenganekwana ehle!\r\n\r\nIncwadi yeenganekwana ingutitjhere, owabelana ngemibono begodu okunikela ilwazi.\r\n\r\nIincwadi zibangani highlights through rich text the amazing and FUN world of reading and books, from reading in the bath, to taking care of books and sharing ideas.",null,Iincwadi zibangani,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Iincwadi_zibanga_4e96d04b3f107.jpg
books/468,"As Mama watches from afar, Thembana visits the animals in her world, looking for a new friend. In this gorgeously illustrated book, the story introduces young children, between 2 and 7, to many animals, from Mischievous Cat to Crazy Crocodile, at the same time promoting a love for reading. Which animal will Asanda choose to be her friend? Children can also interact with the book by hunting for the ants on every page",null,Umngani kaThembana,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Umngani_kaThemba_4e969f4dbe259.jpg
books/481,"Le yindaba yesithathu emayelana nekonyana leNguni elihle elibizwa bona nguNkhala. Ngalesi sikhathi, uNkhala nomzawakhe ubhontjisi bafuna ukutjala isiphila namabhontjisi mayelana neTjhewu yabaLimi. Ingabe bazakuthumba unongorwana wesivuno esihle na?\r\n\r\nIbizo lakaNkhala lamambala ‘nguNkhala hlangana namataka’. Lokhu kungesimanga sokobana uhlezi ngaphasi komthunzi womuthi, begodu ilanga lenza umthunzi esikhumbeni sakhe. UBhontjisana ibizo lakhe lamambala “nguBhontjisi” ngombana isikhumba sakhe siqaleka sengathi sirhatjhwe ngamabhontjisi.",null,Iimphila Namabhontjisi,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Iimphila_Namabho_4e7b24232a5fe.jpg
books/482,"Ngamazwi afuthumeleko begodu alula, umthumbi weNobel Peace Prize uDesmond Tutu ufikelela kibo boke abantwana kizo zoke iindawo ngomlaye-zwakhe okhuthaza ithando nokulibalelana.\r\n\r\n“Mntwana kaZimu othandekako, Ubhudanga ngani emabhuda-ngwenakho, amnandi na? Ingabe ubhudanga ngokuphapha utjhinge phezulu, nanyana ubhudanga ithingo lekosazana, likhamba hlangana nesi-bhakabhaka?”",null,Ibhudango Lakazimu,6-8 years,Desmond Tutu; Douglas Carlton Abrams,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ibhudango_Lakazi_4e5b8ac5c7f9c.jpg
books/483,"Zibandakanye noThando Rocker ekhambeni lakhe lomdlalo omkhulu webholo erarhwako, iba nebhudango bese uba yikutani ngokwakho. NjengoThando, nawe ungalisa ukwesaba bese ugidinga ipumelelwakho.",null,UThando Rocker,6-8 years,Dorothy Kowen,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/UThando_Rocker_4e534984001aa.jpg
books/513,"A fresh, entertaining series of pocket books that feature prominent young South African voices worth listening to. The Youngsters series explores topics of interest to the youth, ranging from hair weaves to discovering who you are and what you should do with your life, as well as issues of race and gender, love and sex in the time of social networks, the music and radio industries, comedy, empowering yourself and more...The series shares the naked reality of being a youngster in South Africa and helps you to make sense of it all.",null,South Africa: a Long Walk to a Free Ride,13-18 years,Nik Rabinowitz; Gillian Breslin,South Africa,http://images.kalahari.com/ann/all/lg/978/177/010/249/9781770102491.jpg
books/516,"Grandson of anti-apartheid stalwart Walter Sisulu, CEO of non-profit organisation Cheesekids, creator, dreamer, father and devoted Afrikan, Shaka Sisulu discusses heritage, BEE, inspiration, leadership, legacy and how you can carve your own destiny in the African soil in Becoming. The youngsters are a fresh, entertaining series of pocket books that feature prominent young South African voices worth listening to.",null,Becoming,13-18 years,Shaka Sisulu,South Africa,http://images.kalahari.com/ann/all/lg/978/177/010/250/9781770102507.jpg
books/517,"A fresh, entertaining series of pocket books that feature prominent young South African voices worth listening to. The Youngsters series explores topics of interest to the youth, ranging from hair weaves to discovering who you are and what you should do with your life, as well as issues of race and gender, love and sex in the time of social networks, the music and radio industries, comedy, empowering yourself and more...The series shares the naked reality of being a youngster in South Africa and helps you to make sense of it all.",null,Take it from Me,13-18 years,Danny K,South Africa,http://images.kalahari.com/ann/all/lg/978/177/010/248/9781770102484.jpg
books/515,"A fresh, entertaining series of pocket books that feature prominent young South African voices worth listening to. The Youngsters series explores topics of interest to the youth, ranging from hair weaves to discovering who you are and what you should do with your life, as well as issues of race and gender, love and sex in the time of social networks, the music and radio industries, comedy, empowering yourself and more...The series shares the naked reality of being a youngster in South Africa and helps you to make sense of it all.",null,"It Feels Wrong to Laugh, But...",13-18 years,Anele Mdoda,South Africa,http://images.kalahari.com/ann/all/lg/978/177/010/247/9781770102477.jpg
books/514,"A fresh, entertaining series of pocket books that feature prominent young South African voices worth listening to. The Youngsters series explores topics of interest to the youth, ranging from hair weaves to discovering who you are and what you should do with your life, as well as issues of race and gender, love and sex in the time of social networks, the music and radio industries, comedy, empowering yourself and more...The series shares the naked reality of being a youngster in South Africa and helps you to make sense of it all.",null,In My Arrogant Opinion,13-18 years,Khaya Dlanga,South Africa,http://images.kalahari.com/ann/all/lg/978/177/010/246/9781770102460.jpg
books/545,"Le yindatjana yesibili emayelana nekonyana lekomo YESINTU elibizwa bona ngunKhala. Imayelana nebhrugu ELIDE aphiwe lona. Ibizo lalo lamambala 'ngunKhala hlangana namataka'. Lokhu kungesimanga sokobana kuqaleka sengathi uhlezi emthuzini womuthi, bese ilanga lenza imithunzana esikhunjeni sakhe.",null,Amabhrugu Amade,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Amabhrugu_Amade__4e43c6122c7c6.jpg
books/546,"Indaba ecocwako ozoyifunda le ithome yatjelwa umtloli atjelwa mswa othileko wakileyo ndawo obekahlahla indlela ngeteksini esihlengeleni sangeComores. Ngileyo ecocwa kiyo yoke i-Afrika, ukusukela eNigeria ukutjhinga eComores ukuyokufika eSewula Afrika. Kuyinolwana engeye-Afrika yokana kanye nabantu bayo.",null,Abangani abathathu neteksi,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Abangani_abathat_4e43918c10274.jpg
books/547,"Incwadi enothe ngeenthombe le isidembela indatjana yendlela uMathula noyise abenze ngayo ikhayithi. Lokha nabaphaphisa ikhayithi, iintambo zayo zadabuka zenza bona ikhayithi iwe ekhambeni layo nayitjhinga e-Afrika. Ukusukela emawuruwurwini wepophoma iVictoria naphezulu kwerhwaba leKilimanjaro, ukuya emarhalawumbeni weSahara kanye namaPhiramidi wakade we-Egypt, kulandela ukuphapha kwekhayithi ngaphezulu kwesiporo seenarha ze-Afrika!",null,Ukuphapha kwekhayithi,3-5 years,William Gumede,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ukuphapha_kwekha_4d10769792f28.jpg
books/548,"Ikonyana lesintu elincani labe litshwenyekile. ‘Angizizwa ngithabe ngokwaneleko,’ litjho litjela unina ikomo yesiNtu.",null,INguni Elihle,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/INguni_Elihle_4cbb1a731d051.jpg
books/577,"Nḓodzo is a very imaginative little boy. When he dreams, the world has no boundaries. He travels from the night sky, down to the sea and back up to the clouds. Join Nḓodzo on his journey as he makes friends with the stars, the fish and other young dreamers.",null,Muḽoro wa Nḓodzo,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mu___oro_wa_N____4ece241b593c4.jpg
books/578,"Dangos wakes up on Monday morning with a dreadful sneeze. Her Aunty wants to take special care of her and so Dangos misses out on climbing trees, making dolls, playing with her friends and fishing with her uncle. Will she be able to catch up all the fun things she has missed by the end of the week?",null,Oho hai!,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Oho_hai__4e9fccfef363d.jpg
books/609,"Namana thuku ya Nguni yo vha i tshi khou u vhilaela. ‘A thi ngo khuthala lwo linganaho,’ o amba ho izwi ndi Kholomo ya Tsadzi ya Nguni.",null,Nguni dzo Khuthalaho,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Nguni_dzo_Khutha_4cbb29aca8ca8_150x150.jpg
books/610,"Nganea ine vha khou ya u i vhala yo ṱalutshedzwa muṅwali nga muthu ane a sumbedza nḓila kha vhupo honoho vhe thekhisini kha tshi ṱangadzime tsha Comores. Ndi zwine zwa ṱalutshedzwa u mona na Africa ḽothe, u bva Nigeria u ya Comores u swika Afrika Tshipembe. Ndi tshiṱori tshine tsha vha tsha Afrika Ḽoṱhe na vhathu vhaḽo.",null,Khonani tharu na thekhisi,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Khonani_tharu_na_4e43a3752e6df.jpg
books/611,"Itshi ndi tshiṱori tsha vhuvhili nga ha tshiṋamana tsha Nguni tsho KHUTHALAHO tshi vhidzwaho Zwikhala. Ndi nga ha vhurukhu VHULAPFU he tsha fhiwa. Dzina ḽatsho ḽa vhukuma ndi 'Zwikhala Vhukati ha Matavhi'. Hezwi zwi itiswa ngauri tshi sedzea u nga tsho dzula murunzini wa muri, ḓuvha ḽi khou ita murunzi watsho.",null,Vhurukhu Vhulapfu,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Vhurukhu_Vhulapf_4e43db7cb85cc_150x150.jpg
books/612,"Lele is very busy today. He makes his way through his house asking each family member, “What are you doing?” Finally, it is dinnertime and Lele is nowhere to be found. Join Lele as he learns about reading and writing and why both are important everyday skills.",null,Ni khou itani?,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Ni_khou_itani__4e9d641d60e18_150x150.jpg
books/613,"The rules to crossing the road are taught to children from a young age. Imani, sedzani ni thetshelese! uses well-known African animals, including monkeys, zebras and giraffes, to teach children the rules of the road, showing them how important it is to obey them.",null,"Imani, sedzani ni thetshelese!",6-8 years,Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Imani__sedzani_n_4e96f04d1b702_150x150.jpg
books/614,"The world is full of shapes. Everywhere you look you see circles, triangles and squares. This is a beautifully illustrated book that provides children with a wonderful and fun way to learn about shapes from the world around us.",null,Zwivhumbeo hoṱhehoṱhe,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Zwivhumbeo_ho____4ecdec82b0270_150x150.jpg
books/615,"A huna tshine tsha nga fhira bugu ya tshiṱori yavhuḓi!\r\n\r\nBugu ya tshiṱori ndi mugudisi, ane a kovhana muhumbulo na u ni ṋea mafhungo.\r\n\r\nBugu ndi dzikhonani highlights through rich text the amazing and FUN world of reading and books, from reading in the bath, to taking care of books and sharing ideas.",null,Bugu ndi dzikhonani,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Bugu_ndi_dzikhon_4e96d43786edb_150x150.jpg
books/616,"This is the story of how quick-thinking Zebra tricks the hungry Hyena into not eating him for dinner, with very prickly results. A delightful tale with striking paper collage illustrations.",null,Mbiḓi na Phele,6-8 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Mbi___i_na_Phele_4e96b2563e6ca_150x150.jpg
books/617,"As Mama watches from afar, Takalani visits the animals in her world, looking for a new friend. In this gorgeously illustrated book, the story introduces young children, between 2 and 7, to many animals, from Mischievous Cat to Crazy Crocodile, at the same time promoting a love for reading. Which animal will Asanda choose to be her friend? Children can also interact with the book by hunting for the ants on every page.",null,Khonani ya Takalani,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Khonani_ya_Takal_4e96a3d4e03ae_150x150.jpg
books/618,"Nga maipfi avhuḓi a leluwaho, muwini wa Pfufho ya Mulalo Vho Desmond Tutu vha swikelela vhana huṅwe na huṅwe nga mualedza wavho wa ṱhuṱhuwedzo ya lufuno na u hangwelana.\r\n\r\n“Ṅwana wa Mudzimu a funeaho, Ndi zwifhio zwine na khou ḽora nga hazwo kha miḽoro yaṋu ya manakanaka? Ni khou u ḽora nga ha u fhufha muyani kana nga ha musenga vhadzimu une wa khou swikelela makoleni?”",null,Bono Likethwa,6-8 years,Desmond Tutu; Douglas Carlton Abrams,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Bono_Likethwa_4e5b8cb2edfb8_150x150.jpg
books/641,"Sipho is a very imaginative little boy. When he dreams, the world has no boundaries. He travels from the night sky, down to the sea and back up to the clouds. Join Sipho on his journey as he makes friends with the stars, the fish and other young dreamers.",null,Iphupho likaSipho,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Iphupho_likaSiph_4e9fdfc45c8bf_150x150.jpg
books/642,"Dangos wakes up on Monday morning with a dreadful sneeze. Her Aunty wants to take special care of her and so Dangos misses out on climbing trees, making dolls, playing with her friends and fishing with her uncle. Will she be able to catch up all the fun things she has missed by the end of the week?",null,Hhayi cha!,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Hhayi_cha__4e9fc7e0cf34d_150x150.jpg
books/643,"Zaza has a very busy and exciting day. From getting up, to singing and story time, it is always time for something fun! Join Zaza in her daily routine and find out all the interesting things she does.",null,Yisikhathi!,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Yisikhathi__4e9d68ad49bb1_150x150.jpg
books/644,"Lele is very busy today. He makes his way through his house asking each family member, “What are you doing?” Finally, it is dinnertime and Lele is nowhere to be found. Join Lele as he learns about reading and writing and why both are important everyday skills.",null,Wenzani?,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Wenzani__4e9d528ce5b7c_150x150.jpg
books/645,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Ukubhukuda Elangeni,6-8 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Ukubhukuda_Elang_4e9d37b45293c_150x150.jpg
books/646,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Bamthola u-Anti uJabulile,6-8 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Bamthola_u_Anti__4e96f736baea1_150x150.jpg
books/647,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Ukuthutha,6-8 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Ukuthutha_4e9d3012b5501_150x150.jpg
books/648,"Using rhythmic text to help build children’s reading skills, combined with gorgeous illustrations, Kukhona Ongakwenza tells the charming story of how sharing a book can brighten your day.\r\n\r\nFrom award-winning author, Ann Walton, who won the prestigious Katrine Harries Award and illustrated by Natalie Hinrichsen.",null,Kukhona Ongakwenza,6-8 years,Ann Walton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Kukhona_Ongakwen_4e96d89223977_150x150.jpg
books/649,"The world is full of shapes. Everywhere you look you see circles, triangles and squares. This is a beautifully illustrated book that provides children with a wonderful and fun way to learn about shapes from the world around us.",null,Izimo zitholakala yonke indawo,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Izimo_zitholakal_4ecde8a5d24f0_150x150.jpg
books/650,"The rules to crossing the road are taught to children from a young age. Yima, ubheke ulalele! uses well-known African animals, including monkeys, zebras and giraffes, to teach children the rules of the road, showing them how important it is to obey them.",null,"Yima, ubheke ulalele!",3-5 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/resized/Yima__ubheke_ula_4e96ebf95915f_150x150.jpg
books/651,"Ayikho into ehlula incwadi yezindaba ezimnandi!\r\n\r\nIncwadi yezindaba ifana nothisha, uma ebonisana nawe futhi ekunika nolwazi.\r\n\r\nIzincwadi Ngabangani highlights through rich text the amazing and FUN world of reading and books, from reading in the bath, to taking care of books and sharing ideas.",null,Izincwadi Ngabangani,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Izincwadi_Ngaban_4e96cf8349a84.jpg
books/652,"This is the story of how quick-thinking Zebra tricks the hungry Hyena into not eating him for dinner, with very prickly results. A delightful tale with striking paper collage illustrations.",null,IDube neMpisi,3-5 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/IDube_neMpungush_4e96acf191954.jpg
books/653,"As Mama watches from afar, Asanda visits the animals in her world, looking for a new friend. In this gorgeously illustrated book, the story introduces young children, between 2 and 7, to many animals, from Mischievous Cat to Crazy Crocodile, at the same time promoting a love for reading. Which animal will Asanda choose to be her friend? Children can also interact with the book by hunting for the ants on every page.",null,Umngani ka-Asanda,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Umngani_ka_Asand_4e969e96eb843.jpg
books/654,"Wake wacabanga ukuthi kungani izinja zisaba ukuduma kwezulu? Uke uzibuze ukuthi kungani amehlo azo evuleka abe makhulu, nokuthi kungani ziqhaqhazela zibaleke ziyocasha? Funda uzwe ukuthi izinkomo ezingezwa zayikhohlisa kanjani Inja ukuthi izivulele isango.",null,Kungani Inja Isaba Ukuduma Kwezulu,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Kungani_Inja_Isa_4e82ec9aaf8af.jpg
books/655,USanele usaba ubumnyama.\r\nUma ezwa umsindo\r\nongajwayelekile akalali.\r\nUcabanga ukuthi kunezinunu\r\nezicashe ngaphansi kombhede\r\nkanye nebhubesi elizifihle\r\nendlini. Ngabe yini engasiza\r\nuSanele ukuthi akwazi\r\nukulala ebusuku?,null,Ubani osaba ubumnyama?,6-8 years,Dianne Stewart,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ubani_osaba_ubum_4e81e050c213f.jpg
books/656,"UZikhala nomzala wakhe uBhontshisi bafuna ukudlala umdlalo webhola lezinyawo lingakashoni ilanga. Basize bathole ibhola labo elilahlekile, elicashe kwelinye lamadlelo ase-Afrika.\r\n\r\nLena indaba yesine ngenkonyana leNguni Elihle elibizwa ngokuthi uZikhala. Igama likaZikhala langempela ‘nguZikhalazemithi.’ Phela ubukeka sengathi uhleli ngaphansi komthunzi wesihlahla, izithunzi zamagatsha ezenziwa yilanga zibonakala phezu kwesikhumba sakhe. UBhontshisi yena igama lakhe nguBhontshisi ngoba isikhumba sakhe sibukeka sengathi ubhontshisi omakhwifikhwifi abomvu namhlophe.",null,Ibhola Elilahlekile,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ibhola_Elilahlek_4e7b382fba5cd.jpg
books/657,"Lena indaba yesithathu yenkonyane iNguni Elihle elaziwa ngokuthi uZikhala. Kule ndaba, uZikhala nomzala wakhe uBhontshisi bafuna ukutshala ummbila nobhontshisi khona bezongenela Umbukiso Wabalimi. Ngabe bazowuthola umklomelo wesivuno esiphuma phambili?\r\n\r\nIgama likaZikhala langempela ‘Eziphakathi Kwamagatsha Emithi’. Phela ubukeka sengathi uhleli ngaphansi komthunzi wesihlahla, izithunzi zamagatsha ezenziwa yilanga ziwela phezu kwesikhumba sakhe. Igama langempela ‘uZikhalazikhala Zemithi’ ngoba isikhumba sakhe sibukeka sengathi ubhontshisi omakhwifikhwifi abomvu namhlophe.",null,Ummbila noBhontshisi,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ummbila_noBhonts_4e7b08ede466e.jpg
books/658,"Ngamazwi amnene nagcwele inhlakanipho uDesmond Tutu owawina iNobel Peace Prize ukhuluma ngamazwi amnene nagcwele inhlakanipho, nezingane yonke indawo ngomyalezo okhuthazayo wothando nokuxolelana.\r\n\r\n“Mntwana othandekayo kaNkulunkulu, uphupha ngani emaphusheni akho amnandi? Ngabe uphupha undizela phezulu emafini noma ngothingo lwenkosazane olufinyelela phezulu esibhakabhakeni?”",null,Iphupho Likankulunkulu,6-8 years,Desmond Tutu; Douglas Carlton Abrams,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Iphupho_Likankul_4e5b7d2e04eb2.jpg
books/660,"Le ndaba isixoxela ngokuthi kungani iLanga likhanyisa emini, iNyanga yona ikhanyisa isibhakabhaka ebusuku.\r\n \r\n“Kudaladala iLanga lalihlala emhlabeni. Kodwa lalishisa kakhulu ngoba amahlathi nezimbali zazivele zishe ziphele uma iLanga lidlula ngakuzona. Imifula yayivele ibile izipheke zonke izinhlanzi, izingwenya namaxoxo.”",null,Indaba yeLanga neNyanga,6-8 years,Ann Walton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Indaba_yeLanga_n_4e56443d7565f.jpg
books/661,"Indaba ethi Isipho seGolide inayo yonke imininingwane yengwanekwane; itshe lenhlanhla legolide elilahlekile, intombazanyana ehlakaniphile kanye nesiphetho esijabulisayo. Abalingiswa ngama-Afrika; isizwe esithandazela imvula, umnwabu olukhulumayo kanye notokoloshe ongaqondisiswa ngabantu. Izithombe zikaMathew zinhle, zishayisa uvalo, zisusa usinga, ziyabukeka ngokunjalo. Indaba kaKowen ibhalwe kahle. Isifundo sale ndaba kufanele sonke sisilandela; “Akufanele uphuce umuntu isipho omuphe sona. Isipho indlela yokukhombisa uthando. Ungazephuca kanjani uthando Iwakho?\r\n\r\nNguGlenda Neville, we-The Big Issue",null,Isipho seGolide,6-8 years,Dorothy Kowen,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Isipho_seGolide_4e54b33ec36ba.jpg
books/673,UGogo iMbuzi uyala amazinyane ayisikhombisa ukuthi angalokothi angenise iMpisi endlini uma engekho ekhaya. Impisi enamaqhinga izama ngawo wonke amandla ukukhohlisa amazinyane ukuthi ayingenise endlini! Ngabe amazinyane ayisikhombisa azosinda kule Mpisi? Ngubana ngempela ophica omunye ekugcineni?,null,Impisi namaZinyane Embuzi Ayisikhombisa,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Impisi_namaZinya_4e53a421d43c6.jpg
books/674,"Umdobi ongenalutho uhlala nomfowabo endlini encane eyiqhugwane elakhiwe ngotshani ngasolwandle. Ngelinye ilanga, umdobi ubamba ufi shi onomlingo okhulumayo, kodwa uyawudedela ngokushesha. Uxoxela umfowabo ngalesi simanga sofi shi awubonile. Umfowabo uyamphoqa ukuthi ahambe ayocela ufi shi ukuthi ubenzela indlu enkulu.Ufi shi nempela uyasifeza isifi so sabo, ngokubenzela indlu enkulu. Ngabe umfowabo kuzomanelisa lokhu noma uzoba nomhobholo afune okunye?",null,Ufishi Onomlingo,6-8 years,Margie Orford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ufi_shi_Onomling_4e537ff85a6b1.jpg
books/675,"Hambisana noThando Rocker ohambweni lwakhe oluya emdlalweni webhola lezinyawo, ungasabi ukuphupha nokuba yiqhawe. Nawe, njengoThando ungakwehlula ukwesaba uphenduke iqhawe uqhakambise impumelele yakho.",null,UThando Rocker,6-8 years,Dorothy Kowen,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/UThando_Rocker_4e536f571e2ea.jpg
books/676,Lena indaba yesibili ekhuluma ngeNkonyane iNguni ELIHLE elibizwa ngokuthi uZikhala. Le ndaba ikhuluma ngesipho sebhulukwe ELIDE. Igama lakhe langempela 'nguZikhlalazemithi'. Phela leli gama lisho ukuthi ubukeka sengathi uhleli ngaphansi komthunzi wesihlahla ilanga lenza izikhala zezithunzi esikhumbeni sakhe.,null,Ibhulukwe Elide,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ibhulukwe_Elide_4e43d7fba4f83.jpg
books/677,"U-Ayanda uthanda ubaba wakhe ngenhliziyo yakhe yonke. Ngelinye ilanga ubaba wakhe uhamba sengathi uzobuya kodwa lutho uhamba unomphela. Lokhu kumzwisa ubuhlungu kakhulu uze uthatha isinqumo sokuthi akafuni ukukhula. Uhlala isikhathi eside eyingane encane, kwala ngisho noma abangane bakhe bemgcona. Ngelinye ilanga umama wakhe uyagula, lokhu kumenza ukuthi awushintshe umqondo wakhe. Uqala ukukhula uba mude ukuze akwazi ukusiza umndeni wakhe. Nakhu sekuvela umonakalo esigodini sangakubo! Ngabe u-Ayanda mkhulu ngokwanele kanti futhi ngabe unaso isibindi sokuvikela wonke umuntu wendawo?",null,Intombazanyana eyayingafuni ukukhula,6-8 years,Véronique Tadjo,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Intombazanyana_e_4e4280806241a.jpg
books/678,"USikhukhukazana obomvu uzizwa elambile ucabanga ukwenza isinkwa.  Wenza ilisti yezinto azidingayo. Uyaphuma uyahamba, endleleni ushaywa iphunga lomoya omusha wasekuseni. Ucela usizo kubangane bakhe kodwa bonke abayingeni eyokumsiza! Ngabe kuzofanela azenzele konke yedwa?",null,USikhukhukazana obomvu,6-8 years,Margie Orford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/USikhukhukazana__4e427631b09a2.jpg
books/679,"Ichwane ledada lehlukile alifana neze namanye amachwane. Umndeni walo uyaligcona lokhu kulenza lizizwe sengathi alithandwa, okuyiqiniso ukuthi nalo njengazo zonke izingane lifuna ukwamukelwa nokuthandwa umndeni walo. Ngakho ke liyabaleka ekhaya lithatha uhambo olude futhi olunesizungu. Ngabe liyoke liluthole uthando nokwamukelwa yize lingafani namanye amadada?",null,Udado Omubi,6-8 years,Sindiwe Magona,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Udado_Omubi_4e4256fa1622a.jpg
