Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/78,"Swiphongo swinharhu swa ka Mona a swi twa ndlala naswona swi karhele hi ku hanya hi ku khuxulela swijanana swa mitwa enhoveni ya ritshuri. Kasi kwala ntsungeni wa buloho a ku ri ni xintshabyana lexi nga tala hi byanyi bya rihlaza byo tsokombela lebyi swiphongo a swi tshamela ku byi navela. Kambe a swi chava  dzimamuhulu, xinghunghumana lexi a xi tshama ehansi ka buloho. Siku rin’wana timbuti leti tinharhu ta ka Mona ti twa ndlala ti tsandzeka ni ku tikhoma. Kutani ti endla kungu, ti tiya swivindzi ti pela buloho.  Xana ti ta swi kota ku hlula xinghunghumana kumbe xi ta ti khoma xi ti mita-mita kee?",null,Swiphongo swinharhu swa ka Mona,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Swiphongo_swinha_4d11ce9427960.jpg
books/79,"Buku leyi yo tala hi swifaniso yi rungula hilaha Muhluri a nga endla khayiti ni tata wa yena. Loko a ri karhi a yi hahisa, tintambhu ta yona ta tsemeka kutani yi chupuka yi sungula riendzo ro hlamarisa ra vurhena ro tsemakanya Afrika. Kusukela eka maboboma ya huwa ya Victoria ku ya fikela ehenhla ka tintshava ta gamboko eKilimanjaro, yi tsemakanya mananga ya Sahara ni leka tiphiramidi ta khale wa malembe ta Egipta, a hi landzeleleni khayiti loko yi ri karhi ku hundza hi le ka swivandla leswi swi nga tamela swihlamariso swa laha Afrika!",null,Riendzo ro haha ra khayiti,6-8 years,William Gumede,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Riendzo_ro_haha__4d11b90e2197b.jpg
books/80,"Xirhodyana xa Xinguni xi tele ku viliela. 'Wo nge a ndzi sasekanga ku ringana,' xi byela Mhani N'wa Xinguni wa Thokazi.",null,N'wa Xinguni Masasekane,3-5 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/N_wa_Xinguni_Mas_4d064f5ae58ef.jpg
books/97,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Finding Aunt Joan,3-5 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Finding_Aunt_Joa_4e96f52a5cf56.jpg
books/130,"Lele is a very imaginative little boy. When he dreams, the world has no boundaries. He travels from the night sky, down to the sea and back up to the clouds. Join Lele on his journey as he makes friends with the stars, the fish and other young dreamers.",null,Lele o a lora,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Lele_o_a_lora_4e9fe5f867b8f.jpg
books/131,"Dangos wakes up on Monday morning with a dreadful sneeze. Her Aunty wants to take special care of her and so Dangos misses out on climbing trees, making dolls, playing with her friends and fishing with her uncle. Will she be able to catch up all the fun things she has missed by the end of the week?",null,M-m nyaa!,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/M_m_nyaa__4e9fcaeb46f8d.jpg
books/133,"Lele is very busy today. He makes his way through his house asking each family member, “What are you doing?” Finally, it is dinnertime and Lele is nowhere to be found. Join Lele as he learns about reading and writing and why both are important everyday skills.",null,O dirang?,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/O_dirang__4e9d59787d019.jpg
books/134,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Go thuma mo letsatsing,6-8 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Go_thuma_mo_lets_4e9d3a8143af5.jpg
books/135,"A delightful new series by Jenny Hatton exquisitely brought to life by award-winning illustrator, Joan Rankin.\r\n\r\nChildren will easily relate to the stories which reflect true to life events such as going on a journey, moving house and a visit to the beach. The rhythmic text of the Lucy books will help build children’s reading skills and confidence while they are absorbed in the humorous illustrations and the lives of Lucy’s family.",null,Go fitlhela Rakgadi Joan,6-8 years,Jenny Hatton,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Go_fitlhela_Rakg_4e96f9782cbc6.jpg
books/136,"The rules to crossing the road are taught to children from a young age. Ema, leba mme o reetse! uses well-known African animals, including monkeys, zebras and giraffes, to teach children the rules of the road, showing them how important it is to obey them.",null,"Ema, leba mme o reetse!",3-5 years,Lesley Geekie Dawe,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ema__leba_mme_o__4e96eefa553ea.jpg
books/137,"The world is full of shapes. Everywhere you look you see circles, triangles and squares. This is a beautifully illustrated book that provides children with a wonderful and fun way to learn about shapes from the world around us.",null,Dipopego di gotlhe,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Dipopego_di_gotl_4eccfdbbf0289.jpg
books/138,"’n Huis vir Tippie is ’n pragtige, atmosferiese verhaal oor die vriendskap tussen ’n seuntjie en ’n straatkat. Die seuntjie bring elke dag ’n nuwe bakkie melk en wen só die kat Tippie se vertroue. Maar op ’n dag is daar nie ’n bakkie nie. Geen bakkie nie,",null,'n Huis vir Tippie,3-5 years,Tom Percival,South Africa,http://www.proteaboekhuis.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9781869195397_2.jpg
books/139,Die boomheks Arboreta het net een wens: dat kinders vir altyd en altyd veilig en gelukkig in haar woud moet rondspeel. Maar wie sal eendag die boomheks van die groot groen woud wees wanneer sy nie meer daar is nie? En wat sal gebeur as die houtkappers aan,null,"Arboreta,die heks met die groen hare",6-8 years,Riana Scheepers,South Africa,http://www.proteaboekhuis.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9781869191467.jpg
books/140,Anna het ’n lewendige verbeelding met drome wat vir haar werklik voel. Een oggend word sy wakker en besef dat sy haar droom nie kan onthou nie. Saam met haar hond reis sy deur haar drome op soek na die verlore droom – 'n reis waarop hulle onder meer reuse,null,Anna se verlore droom,6-8 years,Thomas Docherty,South Africa,http://www.proteaboekhuis.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9781869191382.jpg
books/141,"An African folktale with more than a touch of humour. Illustrations in warm colours. Graded as \""outstanding\"" by the Horn Book.",null,Loeto Lwa Kwa Tondo,9-12 years,"Verna Aardema, Will Hillenbrand",South Africa,http://www.anansibooks.co.za/images/stock/small/1868431185.jpg?=1292499955
books/142,"An excellent addition to the folktales of Africa.\"" - The Horn Book. In the beginning the sky was so close to the earth that the people could break a piece off by hand. It tasted good. But man became so greedy that the sky moved away.",null,Goreng Lefaufau Le Le Kgakala Ga Kana,9-12 years,"Mary Joan Gerson, Carla Golembe",South Africa,http://www.anansibooks.co.za/images/stock/small/1868431215.jpg?=1292499954
books/143,"The old legend of a ghost ship in the waters of the Cape of Storms. Told in text and illustrations full of drama, atmosphere and mystery.",null,Pale Ya the Flying Dutchman,9-12 years,Kathleen Milne; Brigitte Schröder; Sidima Mntubu,South Africa,http://www.anansibooks.co.za/images/stock/small/1868431681.jpg?=1292499954
books/144,A folk tale from Italy.,null,Setlhare se se buang,9-12 years,Sidima Mntubu; Inna Rayevsky,South Africa,http://www.anansibooks.co.za/images/stock/small/186843169X.jpg?=1292499955
books/145,"A folktale from West Africa. Horn Book Guide (1994):- The illustrations contain a pleasing combination of greens, earth tones and bright patterns.",null,Chinye,9-12 years,"Obi Onyefulu, Evie Safarewicz",South Africa,http://www.anansibooks.co.za/images/stock/small/1868432084.jpg?=1292499954
books/161,The king commands a blacksmith to make a living man out of iron or he would lose his life. But a friend knows how to solve the dilemma.,null,Bothata ba mobetli wa ditshipi,9-12 years,Kathleen Arnott; Annette Busse; Sidima Mntubu,South Africa,http://www.anansibooks.co.za/images/stock/small/186843270X.jpg?=1292499955
books/162,"Ox Star's mistake when delivering a message from heaven brings good fortune and more meals to the people, though the ox must now provide the food.",null,Ka moo naledi ya pholo e neng ya wa go tswa legodimong,9-12 years,Lily Toy Hong; Sidima Mntubu,South Africa,http://www.anansibooks.co.za/images/stock/small/1868432815.jpg?=1292499954
books/193,"Dibuka ke Ditsala highlights through rich text the amazing and FUN world of reading and books, from reading in the bath, to taking care of books and sharing ideas.\r\n\r\nGa go sepe se se gaisang buka e ntle ya kgang!\r\n\r\nKgang ya buka ke morutabana, e abelana dikgopolo mme e go neela tshedimosetso.",null,Dibuka ke Ditsala,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Dibuka_ke_Ditsal_4e96d28b30b33.jpg
books/195,"As Mama watches from afar, Asanda visits the animals in her world, looking for a new friend. In this gorgeously illustrated book, the story introduces young children, between 2 and 7, to many animals, from Mischievous Cat to Crazy Crocodile, at the same time promoting a love for reading. Which animal will Asanda choose to be her friend? Children can also interact with the book by hunting for the ants on every page.",null,Mmakagiso o Batla Tsala,3-5 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mmakagiso_o_Batl_4e96a11259dc2.jpg
books/196,A o kile wa ipotsa gore goreng dintša di tshaba dikgwanyape? A o ipotsa gore goreng matlho a tsona a tlhagafala le gore goreng di roromela e bile di iphitlha? Batlisisa gore dikgomo tse di bosilo di tsieditse Ntša jang ka go di letla go tswa mo sakeng.,null,Goreng Ntša e Tshaba Dipula tsa Matlakadibe,6-8 years,Maryanne Bester,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Goreng_Nt__a_e_T_4e82ed7b9975c.jpg
books/197,Sanele o tshaba lefifi.\r\nO utlwa medumo e e sa\r\ntlwaelegang mme ga a\r\nkgone go tshwara boroko.\r\nO dumela fa go na le\r\nbodingwe ka fa tlase ga\r\nbolao ba gagwe le tau\r\nmo ntlong. Tota ke eng se\r\nse tla thusang Sanele go\r\ntshwara boroko?\r\n,null,Ke mang yo o Tshabang Lefifi?,6-8 years,Dianne Stewart,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Ke_mang_yo_o_Tsh_4e81e27502eab.jpg
books/257,"Mofenyi wa Moputso wa Nobel Desmond Tutu o fitlhelela bana felo gongwe le gongwe ka molaetsa wa gagwe o o tletseng thotloetso wa lerato le boitshwarelano, ka mafoko a a borutho a a bonolo.\r\n\r\n“Ngwana o montle wa Modimo, O lora ka ga eng mo lefatsheng la gago la ditoro tse di monate go gaisa? A o lora ka go fofela godimo kwa loaping kgotsa kwa motsheng wa badimo go kgabaganya loapi?”",null,Toro Ya Modimo,6-8 years,Desmond Tutu; Douglas Carlton Abrams,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Toro_Ya_Modimo_4e5b84198e041.jpg
books/259,Koko Podi o kgalemela dipotsane tsa gagwe di le supa gore di se letlelele Phiri go tsena mo ntlong fa ena a seyo. Phiri wa leferefere o dira ka bojotlhe go raela bana gore ba mo letle go tsena mo ntlong? Ke mang yo o raelang yo mongwe kwa bofelong?,null,Phiri le Dipotsane dile Supa,6-8 years,Carole Bloch,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Phiri_le_Dipotsa_4e53a15ee2e51.jpg
books/260,"Motshwaraditlhapi yo o humanegileng le morarraagwe Ba ne ba nna mo ntlwaneng ya bojang gaufi le lewatle. Ka letsatsi lengwe motshwaraditlhapi o ne a tshwara tlhapi e e gakagamatsang, mme ka ponyo ya leitlho a e golola. O ne a bolelela morwarragwe se se diragetseng mme ena o mo laela gore a ye go kopa tlhapi e e gakgamatsang ntlo e kgolwane. Tlhapi e e gakgamatsang ya neelana ka seo motshwaraditlhapi a neng a se eletsa. A morwarragwe o tla kgotsofala kgotsa o tla nna megagau mme a kopa sengwe gape?",null,Tlhapi e e gakagamatsang,6-8 years,Margie Orford,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Tlhapi_e_e_gakag_4e537e224fee9.jpg
books/261,"Tsena mo leetong le Thando Rocker go ya motshamekong o mogolo wa kgwele ya maoto, nna mogaka wa ditoro tsa gago. Le wena fela jaaka Thando o ka kgona go fenya dipoifo tsa gago mme wa keteka katlego ya gago.",null,Thando Rocker,6-8 years,Dorothy Kowen,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Thando_Rocker_4e53684f5a30d.jpg
books/289,"Mosenyana Ayanda o ne a rata rraagwe ka pelo yotlhe ya gagwe. Letsatsi lengwe rraagwe o ne tsamaya mme a se tlhole a boa. Se se ne sa hutsafatsa Ayanda thata mme a tsaya tswetso ya gore ga a batle go gola. Ka jalo a nna mmotlana lobaka lo lo leele le fa ditsala tsa gagwe di ne di mo kgoba ka mafoko. Ka letsatsi lengwe mmaagwe o ne a lwala mme Ayanda a fetola mogopolo. O ne a gola gore a kgone go thusa balelapa la gagwe. Fela fa go ne go le mathata mo motseng wa gaabo, a tota o ne a tla kgona go thusa mongwe le mongwe?",null,Mosetsanyana yo o neng a sa batle go gola,6-8 years,Véronique Tadjo,South Africa,http://www.jacana.co.za/components/com_virtuemart/shop_image/product/Mosetsanyana_yo__4e43766264a6a.jpg
